,sentence,label
11146,started pin pointing faults home relationships feeling left confused purpose peoples lives close,fear
11147,want feel like nurtured respected protected equal,joy
11148,stop doubt leave feeling dissatisfied,anger
11149,feel grounded delighted good mood filled positive energy,joy
11150,feel like im serving purpose anyone whether keeping committing suicide casual conversation partner social gathering transported dark spot,joy
11151,ill attending college classes ill bunch stuff tell guys like classes going im feeling meet anyone cute,joy
11152,ever used along loreal max factor collection whenever see either one names instantly feel sweet nostalgic feeling im discovering make first time,love
11153,feel divine,joy
11154,forgive accepted adn allowed feel uncertain inferior moment someobdy looking physical labour,fear
11155,feel im doomed fail b setting think im doomed fail,sadness
11156,also feel embarrassed consciously look life see good things everyone else sees depression cycle hits even knowing good things exist simply enough,sadness
11157,im feeling little dazed confused today,surprise
11158,woke morning hours interrupted sleep feeling lousy mostly legs,sadness
11159,feeling rotten,sadness
11160,im blocked could least something constructive room needs major cleaning instance feel agitated im least research story require lot research,anger
11161,feel assured future online entertainment rests good hands,joy
11162,agree original comment water feel like song transcends time gorgeously romantic cinematic feel like watching story belongs someone else,love
11163,feel bit shaky night lately awoken,fear
11164,im reminding feel calm,joy
11165,im teenager people feel need make sarcastic bitchy comments kindly fuck,anger
11166,feel lucky alone time little one also anxiously awaiting return guys,joy
11167,predictable feelings loki guy know many many fandoms im impressed loki feelings,surprise
11168,could understand survivor reading might first feel offended talking abstract forms rape,anger
11169,feeling overwhelmed excitement anxiety prepare flight florence hours,fear
11170,left hospital night feeling helpless,sadness
11171,still feel better room even though love way house feels better,joy
11172,feel ugly right im still happy,sadness
11173,hope super high hes feeling proud,joy
11174,start feel feelings still rise heart like submissive tide obeys lunar whims,sadness
11175,feel like thus far incredibly supportive time need,love
11176,reached feel strange sensation felt something,fear
11177,feel like universe thinks handle giving suffering,sadness
11178,however feel somewhat disheartened end tonight,sadness
11179,feel amazed find papamoka shows,surprise
11180,lie feel like trusting person really trust trusted guess trustworthy,joy
11181,im feeling angry wasted work side,anger
11182,feel cranky irrationally,anger
11183,feel empty body,sadness
11184,closed eye taking feeling wishing could go back time live amazing moments opened eyes taken back fahad presence leaning skeleton swing set smiling,surprise
11185,mostly feel cause hateful memories girl used run everchanging sailormoon gateway think still making name stupid mean,anger
11186,feel quite happy,joy
11187,feeling fearful,fear
11188,feel melancholy running veins well,sadness
11189,im feeling timid six,fear
11190,im days post op feeling fantastic,joy
11191,bought make palette two months back post today bought items im feeling ecstatic,joy
11192,tired feeling overwhelmed seems like assaulted every direction always best,fear
11193,tired feeling unloved undesired unappreciated unsupported,sadness
11194,dance feel joy generous become live present let trauma hook less important past becomes,joy
11195,feel like im losing grip fantastic avril lavigne song pops head,joy
11196,best productive happiest days feeling inspired,joy
11197,feel tortured im quite sure handle getting drunk non stop feel anything,fear
11198,feeling unloved,sadness
11199,took psych class college defined love something rather selfish focus way feel youre beloved,love
11200,actually considering buying thats feel unsure hehe,fear
11201,want jayson cause feel hes supportive person person able help delivery,love
11202,got back desk sat cried feeling humiliated,sadness
11203,started feel resentful whole situation something clicked,anger
11204,feel horny horny,love
11205,perhaps feel emotional connection issues american would take enjoyment away,sadness
11206,feel cool cool cool cool cool girl feel cool cool cool cool cool girl,joy
11207,feeling remarkably calm point,joy
11208,get feeling plays media issues seems tries cool speaks,joy
11209,feel quite scared work life balance start work ken,fear
11210,would really recommend taking approach last thing want feel disappointed little nugget arrives,sadness
11211,feel like impatient mensa member times,anger
11212,feel shy sharia stream student still struggling european union policy decision making thesis uncles discussing trillion dollars projects government lead companies glc,fear
11213,feel hot walk market sun,love
11214,small circle feel comfortable turning days maddening,joy
11215,feel need update loyal readers vacation habits region manager assistant,love
11216,know feeling way would seem greedy nice expect someone splurge spur moment asked,anger
11217,doubt anybody find black white solution definitely puts new level understanding happening borders right make anyone hurling epithets immigrant children feel ashamed doubt,sadness
11218,feeling soooooooo giggly,joy
11219,im feeling carefree id love try outfit like one,joy
11220,confused feelings truth liked view cant believe could blind like floating falling didnt mind like view thought felt lyrics href http www,love
11221,left feeling rejected judged deemed inadequate,sadness
11222,finished bike feeling strong like complete success nailed wanted bike split faster end thought could,joy
